objectId,tns_classification,tns_redshift,tns_name,ra,dec,tns_classification_mapped,Fink URL,is_truly_hostless_legacy,legacy_url,is_truly_hostless_panstarrs,panstarrs_url
ZTF24aahfwfd,,,2024eob,55.96478422,15.67349278,,https://ztf.fink-portal.org/ZTF24aahfwfd,not_available,"https://www.legacysurvey.org/viewer?ra=55.964784224999995&dec=15.673492775&layer=ls-dr10&photoz-dr9&zoom=16&mark=55.964784224999995,15.673492775",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=55.964784224999995+15.673492775&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF24abwqeyd,,,2024adpp,91.13450163,0.624067675,,https://ztf.fink-portal.org/ZTF24abwqeyd,not_available,"https://www.legacysurvey.org/viewer?ra=91.134501625&dec=0.624067675&layer=ls-dr10&photoz-dr9&zoom=16&mark=91.134501625,0.624067675",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=91.134501625+0.624067675&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF24aawjvjv,,,2024puz,262.8359789,53.40415264,,https://ztf.fink-portal.org/ZTF24aawjvjv,yes,"https://www.legacysurvey.org/viewer?ra=262.8359789277777&dec=53.40415264444445&layer=ls-dr10&photoz-dr9&zoom=16&mark=262.8359789277777,53.40415264444445",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=262.8359789277777+53.40415264444445&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF23aboryjw,,,2023xhm,16.38184017,29.46902898,,https://ztf.fink-portal.org/ZTF23aboryjw,no,"https://www.legacysurvey.org/viewer?ra=16.381840166666667&dec=29.46902898333333&layer=ls-dr10&photoz-dr9&zoom=16&mark=16.381840166666667,29.46902898333333",no,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=16.381840166666667+29.46902898333333&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF25aaiqloy,,,2025dhs,181.8747681,-21.20690005,,https://ztf.fink-portal.org/ZTF25aaiqloy,no,"https://www.legacysurvey.org/viewer?ra=181.8747681&dec=-21.20690005&layer=ls-dr10&photoz-dr9&zoom=16&mark=181.8747681,-21.20690005",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=181.8747681+-21.20690005&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF25abdcpcx,,,2025sah,91.12295844,43.73096959,,https://ztf.fink-portal.org/ZTF25abdcpcx,not_available,"https://www.legacysurvey.org/viewer?ra=91.12295844&dec=43.73096959&layer=ls-dr10&photoz-dr9&zoom=16&mark=91.12295844,43.73096959",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=91.12295844+43.73096959&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF25aankcwt,,,2025ird,209.1050849,23.7238183,,https://ztf.fink-portal.org/ZTF25aankcwt,yes,"https://www.legacysurvey.org/viewer?ra=209.105084875&dec=23.7238183&layer=ls-dr10&photoz-dr9&zoom=16&mark=209.105084875,23.7238183",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=209.105084875+23.7238183&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF23abdsfms,,,2023sxt,97.01130839,80.06911238,,https://ztf.fink-portal.org/ZTF23abdsfms,no,"https://www.legacysurvey.org/viewer?ra=97.01130839&dec=80.06911238&layer=ls-dr10&photoz-dr9&zoom=16&mark=97.01130839,80.06911238",no,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=97.01130839+80.06911238&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF25abikmzx,,,2025usi,47.71566258,29.11520346,,https://ztf.fink-portal.org/ZTF25abikmzx,not_available,"https://www.legacysurvey.org/viewer?ra=47.71566258&dec=29.115203459999996&layer=ls-dr10&photoz-dr9&zoom=16&mark=47.71566258,29.115203459999996",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=47.71566258+29.115203459999996&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF25aaqzjoy,,,2025kyx,284.6066612,84.73357631,,https://ztf.fink-portal.org/ZTF25aaqzjoy,not_available,"https://www.legacysurvey.org/viewer?ra=284.60666117272723&dec=84.73357630909089&layer=ls-dr10&photoz-dr9&zoom=16&mark=284.60666117272723,84.73357630909089",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=284.60666117272723+84.73357630909089&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF25aanijcp,,,2025hld,120.9557282,-2.98005304,,https://ztf.fink-portal.org/ZTF25aanijcp,not_available,"https://www.legacysurvey.org/viewer?ra=120.95572818&dec=-2.9800530399999996&layer=ls-dr10&photoz-dr9&zoom=16&mark=120.95572818,-2.9800530399999996",no,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=120.95572818+-2.9800530399999996&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF24abyiwzh,,,2024aenw,79.28371739,-14.97952941,,https://ztf.fink-portal.org/ZTF24abyiwzh,no,"https://www.legacysurvey.org/viewer?ra=79.2837173875&dec=-14.9795294125&layer=ls-dr10&photoz-dr9&zoom=16&mark=79.2837173875,-14.9795294125",no,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=79.2837173875+-14.9795294125&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF25aajlhto,,,2025fou,83.95679632,56.96278515,,https://ztf.fink-portal.org/ZTF25aajlhto,not_available,"https://www.legacysurvey.org/viewer?ra=83.95679631666665&dec=56.962785149999995&layer=ls-dr10&photoz-dr9&zoom=16&mark=83.95679631666665,56.962785149999995",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=83.95679631666665+56.962785149999995&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF25aatslhl,,,2025new,254.8394003,81.95473346,,https://ztf.fink-portal.org/ZTF25aatslhl,yes,"https://www.legacysurvey.org/viewer?ra=254.83940027894735&dec=81.9547334631579&layer=ls-dr10&photoz-dr9&zoom=16&mark=254.83940027894735,81.9547334631579",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=254.83940027894735+81.9547334631579&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF25aanjqgf,,,2025ibi,192.5225794,-12.35798435,,https://ztf.fink-portal.org/ZTF25aanjqgf,no,"https://www.legacysurvey.org/viewer?ra=192.5225794&dec=-12.357984354545454&layer=ls-dr10&photoz-dr9&zoom=16&mark=192.5225794,-12.357984354545454",no,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=192.5225794+-12.357984354545454&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF25aaqbsio,,,2025klq,250.5056407,-0.258614,,https://ztf.fink-portal.org/ZTF25aaqbsio,no,"https://www.legacysurvey.org/viewer?ra=250.50564071666668&dec=-0.2586139999999999&layer=ls-dr10&photoz-dr9&zoom=16&mark=250.50564071666668,-0.2586139999999999",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=250.50564071666668+-0.2586139999999999&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF25aaheqzd,,,2025cro,231.7193476,-17.63790372,,https://ztf.fink-portal.org/ZTF25aaheqzd,yes,"https://www.legacysurvey.org/viewer?ra=231.71934762&dec=-17.63790372&layer=ls-dr10&photoz-dr9&zoom=16&mark=231.71934762,-17.63790372",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=231.71934762+-17.63790372&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF23abilisu,,,2023ufm,3.99520498,-1.03150226,,https://ztf.fink-portal.org/ZTF23abilisu,maybe,"https://www.legacysurvey.org/viewer?ra=3.99520498&dec=-1.03150226&layer=ls-dr10&photoz-dr9&zoom=16&mark=3.99520498,-1.03150226",no,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=3.99520498+-1.03150226&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF23abvttdd,,,2023acjx,47.43917963,41.00736415,,https://ztf.fink-portal.org/ZTF23abvttdd,not_available,"https://www.legacysurvey.org/viewer?ra=47.439179625&dec=41.00736415&layer=ls-dr10&photoz-dr9&zoom=16&mark=47.439179625,41.00736415",no,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=47.439179625+41.00736415&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF24aaaejlv,,,2024lm,43.68299401,44.14042209,,https://ztf.fink-portal.org/ZTF24aaaejlv,not_available,"https://www.legacysurvey.org/viewer?ra=43.68299401428572&dec=44.140422085714285&layer=ls-dr10&photoz-dr9&zoom=16&mark=43.68299401428572,44.140422085714285",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=43.68299401428572+44.140422085714285&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF23abawwbg,,,2023sfw,127.5323446,19.9362841,,https://ztf.fink-portal.org/ZTF23abawwbg,yes,"https://www.legacysurvey.org/viewer?ra=127.53234456764706&dec=19.936284097058824&layer=ls-dr10&photoz-dr9&zoom=16&mark=127.53234456764706,19.936284097058824",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=127.53234456764706+19.936284097058824&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF24absazmk,,,2024aaxx,74.1090275,70.67757294,,https://ztf.fink-portal.org/ZTF24absazmk,not_available,"https://www.legacysurvey.org/viewer?ra=74.10902749523811&dec=70.67757293809524&layer=ls-dr10&photoz-dr9&zoom=16&mark=74.10902749523811,70.67757293809524",no,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=74.10902749523811+70.67757293809524&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF24aajwajo,,,2024gro,200.3733311,-10.39948961,,https://ztf.fink-portal.org/ZTF24aajwajo,no,"https://www.legacysurvey.org/viewer?ra=200.3733310875&dec=-10.3994896125&layer=ls-dr10&photoz-dr9&zoom=16&mark=200.3733310875,-10.3994896125",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=200.3733310875+-10.3994896125&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF24abitpxy,,,2024wdn,123.8389142,58.87986247,,https://ztf.fink-portal.org/ZTF24abitpxy,yes,"https://www.legacysurvey.org/viewer?ra=123.83891422142858&dec=58.879862471428574&layer=ls-dr10&photoz-dr9&zoom=16&mark=123.83891422142858,58.879862471428574",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=123.83891422142858+58.879862471428574&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF24aaeggrz,,,2024ccs,48.04727478,23.95160765,,https://ztf.fink-portal.org/ZTF24aaeggrz,not_available,"https://www.legacysurvey.org/viewer?ra=48.047274783333336&dec=23.95160765&layer=ls-dr10&photoz-dr9&zoom=16&mark=48.047274783333336,23.95160765",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=48.047274783333336+23.95160765&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF23aazfosr,,,2023quw,59.84700206,32.2376353,,https://ztf.fink-portal.org/ZTF23aazfosr,not_available,"https://www.legacysurvey.org/viewer?ra=59.84700205833334&dec=32.2376353&layer=ls-dr10&photoz-dr9&zoom=16&mark=59.84700205833334,32.2376353",no,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=59.84700205833334+32.2376353&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF24aagilmu,,,2024diw,113.2159785,38.99872666,,https://ztf.fink-portal.org/ZTF24aagilmu,yes,"https://www.legacysurvey.org/viewer?ra=113.21597851764706&dec=38.99872665882353&layer=ls-dr10&photoz-dr9&zoom=16&mark=113.21597851764706,38.99872665882353",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=113.21597851764706+38.99872665882353&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF23aavyfyn,,,2023otk,3.851005476,47.58579756,,https://ztf.fink-portal.org/ZTF23aavyfyn,not_available,"https://www.legacysurvey.org/viewer?ra=3.8510054758620686&dec=47.58579755517241&layer=ls-dr10&photoz-dr9&zoom=16&mark=3.8510054758620686,47.58579755517241",no,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=3.8510054758620686+47.58579755517241&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF25aborakj,,,2025xcc,343.2210393,80.48451842,,https://ztf.fink-portal.org/ZTF25aborakj,not_available,"https://www.legacysurvey.org/viewer?ra=343.22103934&dec=80.48451842&layer=ls-dr10&photoz-dr9&zoom=16&mark=343.22103934,80.48451842",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=343.22103934+80.48451842&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF23abhwnlz,,,2023ufz,355.6298321,-24.69246201,,https://ztf.fink-portal.org/ZTF23abhwnlz,yes,"https://www.legacysurvey.org/viewer?ra=355.6298321375&dec=-24.6924620125&layer=ls-dr10&photoz-dr9&zoom=16&mark=355.6298321375,-24.6924620125",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=355.6298321375+-24.6924620125&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF24aaekbpi,,,2024cpc,234.9609152,17.80782178,,https://ztf.fink-portal.org/ZTF24aaekbpi,no,"https://www.legacysurvey.org/viewer?ra=234.9609152&dec=17.807821775&layer=ls-dr10&photoz-dr9&zoom=16&mark=234.9609152,17.807821775",no,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=234.9609152+17.807821775&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF23abscpbm,,,2023zui,113.7674498,69.86668747,,https://ztf.fink-portal.org/ZTF23abscpbm,no,"https://www.legacysurvey.org/viewer?ra=113.76744981875&dec=69.86668746875&layer=ls-dr10&photoz-dr9&zoom=16&mark=113.76744981875,69.86668746875",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=113.76744981875+69.86668746875&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF23abffdsc,,,2023tnk,256.9929424,60.63926178,,https://ztf.fink-portal.org/ZTF23abffdsc,yes,"https://www.legacysurvey.org/viewer?ra=256.99294236190474&dec=60.63926177619047&layer=ls-dr10&photoz-dr9&zoom=16&mark=256.99294236190474,60.63926177619047",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=256.99294236190474+60.63926177619047&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF23abawrhc,,,2023rml,118.48144,30.73486191,,https://ztf.fink-portal.org/ZTF23abawrhc,no,"https://www.legacysurvey.org/viewer?ra=118.48143995833333&dec=30.73486190833333&layer=ls-dr10&photoz-dr9&zoom=16&mark=118.48143995833333,30.73486190833333",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=118.48143995833333+30.73486190833333&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF23abcitsv,,,2023skk,20.99901518,21.68553253,,https://ztf.fink-portal.org/ZTF23abcitsv,yes,"https://www.legacysurvey.org/viewer?ra=20.99901518125&dec=21.68553253125&layer=ls-dr10&photoz-dr9&zoom=16&mark=20.99901518125,21.68553253125",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=20.99901518125+21.68553253125&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF23aboeruc,,,2023xex,353.1848852,44.42648422,,https://ztf.fink-portal.org/ZTF23aboeruc,not_available,"https://www.legacysurvey.org/viewer?ra=353.18488523999997&dec=44.42648422&layer=ls-dr10&photoz-dr9&zoom=16&mark=353.18488523999997,44.42648422",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=353.18488523999997+44.42648422&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF25abbmzer,,,,308.0946889,-9.261453733,,https://ztf.fink-portal.org/ZTF25abbmzer,no,"https://www.legacysurvey.org/viewer?ra=308.0946888666667&dec=-9.261453733333331&layer=ls-dr10&photoz-dr9&zoom=16&mark=308.0946888666667,-9.261453733333331",no,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=308.0946888666667+-9.261453733333331&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF25aatrxku,,,,332.9571057,-2.21414915,,https://ztf.fink-portal.org/ZTF25aatrxku,yes,"https://www.legacysurvey.org/viewer?ra=332.9571057&dec=-2.21414915&layer=ls-dr10&photoz-dr9&zoom=16&mark=332.9571057,-2.21414915",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=332.9571057+-2.21414915&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF25aalmvvv,,,,336.2097692,28.8852998,,https://ztf.fink-portal.org/ZTF25aalmvvv,maybe,"https://www.legacysurvey.org/viewer?ra=336.2097692&dec=28.8852998&layer=ls-dr10&photoz-dr9&zoom=16&mark=336.2097692,28.8852998",no,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=336.2097692+28.8852998&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF25aalmksm,,,,256.2795585,18.3744653,,https://ztf.fink-portal.org/ZTF25aalmksm,no,"https://www.legacysurvey.org/viewer?ra=256.2795585&dec=18.3744653&layer=ls-dr10&photoz-dr9&zoom=16&mark=256.2795585,18.3744653",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=256.2795585+18.3744653&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF25aakuauo,,,,205.9389256,-16.2208984,,https://ztf.fink-portal.org/ZTF25aakuauo,no,"https://www.legacysurvey.org/viewer?ra=205.9389256&dec=-16.2208984&layer=ls-dr10&photoz-dr9&zoom=16&mark=205.9389256,-16.2208984",no,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=205.9389256+-16.2208984&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF24abckosj,,,,52.81666828,49.88397463,,https://ztf.fink-portal.org/ZTF24abckosj,not_available,"https://www.legacysurvey.org/viewer?ra=52.816668283333335&dec=49.88397463333334&layer=ls-dr10&photoz-dr9&zoom=16&mark=52.816668283333335,49.88397463333334",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=52.816668283333335+49.88397463333334&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF25aatrxkp,,,,332.9132344,-1.8487631,,https://ztf.fink-portal.org/ZTF25aatrxkp,no,"https://www.legacysurvey.org/viewer?ra=332.91323435000004&dec=-1.8487631&layer=ls-dr10&photoz-dr9&zoom=16&mark=332.91323435000004,-1.8487631",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=332.91323435000004+-1.8487631&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF24aathdii,,,,55.11986878,37.88784002,,https://ztf.fink-portal.org/ZTF24aathdii,not_available,"https://www.legacysurvey.org/viewer?ra=55.119868777777775&dec=37.88784002222222&layer=ls-dr10&photoz-dr9&zoom=16&mark=55.119868777777775,37.88784002222222",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=55.119868777777775+37.88784002222222&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF25aciywrk,,,,84.64739763,54.4916764,,https://ztf.fink-portal.org/ZTF25aciywrk,not_available,"https://www.legacysurvey.org/viewer?ra=84.647397625&dec=54.4916764&layer=ls-dr10&photoz-dr9&zoom=16&mark=84.647397625,54.4916764",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=84.647397625+54.4916764&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF23abrralq,,,,297.0745907,48.55227465,,https://ztf.fink-portal.org/ZTF23abrralq,not_available,"https://www.legacysurvey.org/viewer?ra=297.07459070000004&dec=48.55227465&layer=ls-dr10&photoz-dr9&zoom=16&mark=297.07459070000004,48.55227465",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=297.07459070000004+48.55227465&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF25aakowne,,,,327.1831012,7.8098252,,https://ztf.fink-portal.org/ZTF25aakowne,yes,"https://www.legacysurvey.org/viewer?ra=327.1831012&dec=7.8098252&layer=ls-dr10&photoz-dr9&zoom=16&mark=327.1831012,7.8098252",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=327.1831012+7.8098252&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF25abbmzes,,,,308.7295809,-9.422745733,,https://ztf.fink-portal.org/ZTF25abbmzes,yes,"https://www.legacysurvey.org/viewer?ra=308.72958093333335&dec=-9.422745733333333&layer=ls-dr10&photoz-dr9&zoom=16&mark=308.72958093333335,-9.422745733333333",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=308.72958093333335+-9.422745733333333&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF24aatyjkk,,,,351.2408133,-5.913350933,,https://ztf.fink-portal.org/ZTF24aatyjkk,no,"https://www.legacysurvey.org/viewer?ra=351.24081330000007&dec=-5.913350933333333&layer=ls-dr10&photoz-dr9&zoom=16&mark=351.24081330000007,-5.913350933333333",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=351.24081330000007+-5.913350933333333&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF25aalmtxa,,,,337.5790388,29.151831,,https://ztf.fink-portal.org/ZTF25aalmtxa,yes,"https://www.legacysurvey.org/viewer?ra=337.5790388&dec=29.151831&layer=ls-dr10&photoz-dr9&zoom=16&mark=337.5790388,29.151831",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=337.5790388+29.151831&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF25aalmizt,,,,259.6652249,18.2779183,,https://ztf.fink-portal.org/ZTF25aalmizt,no,"https://www.legacysurvey.org/viewer?ra=259.6652249&dec=18.2779183&layer=ls-dr10&photoz-dr9&zoom=16&mark=259.6652249,18.2779183",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=259.6652249+18.2779183&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF25aalmjrl,,,,259.558232,19.4442663,,https://ztf.fink-portal.org/ZTF25aalmjrl,no,"https://www.legacysurvey.org/viewer?ra=259.558232&dec=19.4442663&layer=ls-dr10&photoz-dr9&zoom=16&mark=259.558232,19.4442663",no,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=259.558232+19.4442663&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF25aaztrqi,,,,310.7044105,61.03144033,,https://ztf.fink-portal.org/ZTF25aaztrqi,not_available,"https://www.legacysurvey.org/viewer?ra=310.7044104666666&dec=61.031440333333336&layer=ls-dr10&photoz-dr9&zoom=16&mark=310.7044104666666,61.031440333333336",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=310.7044104666666+61.031440333333336&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF25aalmizq,,,,259.0339954,18.6534472,,https://ztf.fink-portal.org/ZTF25aalmizq,yes,"https://www.legacysurvey.org/viewer?ra=259.0339954&dec=18.6534472&layer=ls-dr10&photoz-dr9&zoom=16&mark=259.0339954,18.6534472",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=259.0339954+18.6534472&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF25aazwgub,,,,52.0838564,24.99690398,,https://ztf.fink-portal.org/ZTF25aazwgub,not_available,"https://www.legacysurvey.org/viewer?ra=52.0838564&dec=24.996903975&layer=ls-dr10&photoz-dr9&zoom=16&mark=52.0838564,24.996903975",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=52.0838564+24.996903975&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
ZTF25aatrxkn,,,,333.1171028,-2.4538236,,https://ztf.fink-portal.org/ZTF25aatrxkn,yes,"https://www.legacysurvey.org/viewer?ra=333.1171028&dec=-2.4538236&layer=ls-dr10&photoz-dr9&zoom=16&mark=333.1171028,-2.4538236",yes,https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=333.1171028+-2.4538236&filter=color&filetypes=stack&auxiliary=data&size=220&output_size=500&catlist=1&show_overlay=1&show_grid=1&show_ids=1
